Admin,admin,2020-12-29,15:34:57.547588700
Admin,admin,2020-12-29,18:43:10.991257400
Admin,admin,2020-12-29,18:45:02.775501800
Admin,admin,2020-12-29,18:47:45.929110
Admin,admin,2020-12-29,18:49:25.098397600
Admin,admin,2020-12-29,18:51:09.125028800
Admin,admin,2020-12-29,18:52:33.528268900
Admin,admin,2020-12-29,18:55:06.247006200
Admin,admin,2020-12-29,18:57:25.586970700
Admin,admin,2020-12-29,20:11:59.761979900
Admin,admin,2020-12-29,20:15:54.724367500
Admin,admin,2020-12-29,20:20:46.071533100
Admin,admin,2020-12-29,20:24:02.654307700
Admin,admin,2020-12-29,20:25:00.233680700
Admin,admin,2020-12-29,20:26:35.760734200
Admin,admin,2020-12-29,20:28:40.733459400
Admin,admin,2020-12-29,20:42:09.117635700
Admin,admin,2020-12-29,20:43:41.486857400
Admin,admin,2020-12-29,20:46:03.607630400
Admin,admin,2020-12-29,20:48:01.898682300
Admin,admin,2020-12-29,20:51:18.719732800
Admin,admin,2020-12-29,20:52:26.213528100
Admin,admin,2020-12-29,21:11:39.012882100
Admin,admin,2020-12-29,21:15:15.780100800
Admin,admin,2020-12-29,22:03:32.115803200
Admin,admin,2020-12-29,22:06:33.537381300
Admin,admin,2020-12-29,22:09:15.307145
Admin,admin,2020-12-29,22:14:02.044384100
Admin,admin,2020-12-29,22:15:44.128859300
Admin,admin,2020-12-29,22:26:23.464917700
Admin,admin,2020-12-29,22:28:54.708788100
Medical Officer,med,2020-12-29,22:29:10.461360700
Patient,pat,2020-12-29,22:29:22.426457500
Receptionist,grey,2020-12-29,22:29:39.725428300
Admin,admin,2021-01-03,09:05:10.893487700
Admin,admin,2021-01-03,09:05:30.643808600
Admin,admin,2021-01-03,09:11:07.586713200
Admin,admin,2021-01-03,09:11:37.818888400
Admin,admin,2021-01-03,09:11:55.381785500
Admin,admin,2021-01-03,09:18:16.116159400
Admin,admin,2021-01-03,09:26:15.763933700
Admin,admin,2021-01-03,09:27:35.069979500
Admin,admin,2021-01-03,09:28:39.849029800
Admin,admin,2021-01-03,09:40:16.858446900
Admin,admin,2021-01-03,09:46:17.403631500
Admin,admin,2021-01-03,10:11:48.644691800
Admin,admin,2021-01-03,10:13:31.212962100
Admin,admin,2021-01-03,10:14:37.745423800
Admin,admin,2021-01-03,10:15:47.559811900
Admin,admin,2021-01-03,10:20:15.817513300
Admin,admin,2021-01-03,10:21:04.077115100
Admin,admin,2021-01-03,10:36:39.138902200
Medical Officer,med,2021-01-03,10:37:57.295580700
Admin,admin,2021-01-03,11:15:29.307004600
Admin,admin,2021-01-03,11:16:00.939856500
Admin,admin,2021-01-03,11:19:18.508636
Admin,admin,2021-01-03,11:19:53.535994900
Admin,admin,2021-01-03,11:20:48.302551300
Admin,admin,2021-01-03,11:22:10.011142100
Admin,admin,2021-01-03,11:24:46.164417300
Admin,admin,2021-01-03,11:34:43.102014400
Admin,admin,2021-01-03,11:36:54.952847200
Admin,admin,2021-01-03,12:30:35.117567800
Admin,admin,2021-01-03,12:33:18.707850800
Admin,admin,2021-01-03,12:34:17.230441700
Admin,admin,2021-01-03,12:37:52.735647200
Admin,admin,2021-01-03,12:39:25.837950200
Admin,admin,2021-01-03,12:40:15.321429800
Admin,admin,2021-01-03,12:41:47.667007200
Admin,admin,2021-01-03,12:42:34.863578200
Admin,admin,2021-01-03,12:43:15.337726
Admin,admin,2021-01-03,13:20:43.621287100
Admin,admin,2021-01-03,13:21:07.250152700
Admin,admin,2021-01-03,13:23:03.062082500
Admin,admin,2021-01-03,13:24:00.881256900
Admin,admin,2021-01-03,13:27:38.409901700
Admin,admin,2021-01-03,13:31:00.791266300
Admin,admin,2021-01-03,13:33:37.535115600
Admin,admin,2021-01-03,13:35:01.342003700
Admin,admin,2021-01-03,13:38:57.691892100
Admin,admin,2021-01-03,14:16:16.806836400
Admin,admin,2021-01-03,14:20:40.966210200
Admin,admin,2021-01-03,14:32:37.596672100
Admin,admin,2021-01-03,14:34:39.357484900
Admin,admin,2021-01-03,14:36:00.043554200
Admin,admin,2021-01-03,14:58:50.599659800
Admin,admin,2021-01-03,21:03:13.372672900
Admin,admin,2021-01-03,21:09:59.688173600
Admin,admin,2021-01-03,21:14:00.206018900
Admin,admin,2021-01-03,21:14:34.569326500
Admin,admin,2021-01-03,21:16:15.160916500
Admin,admin,2021-01-03,21:52:24.486242
Admin,admin,2021-01-03,21:55:34.661176100
Admin,admin,2021-01-04,08:16:21.282977500
Admin,admin,2021-01-04,08:19:14.469443900
Admin,admin,2021-01-04,09:27:43.452824300
Admin,admin,2021-01-04,12:40:03.350547200
Receptionist,grey,2021-01-04,12:40:35.006510100
Receptionist,grey,2021-01-04,12:40:50.272886600
Receptionist,grey,2021-01-04,12:43:24.825076800
Admin,admin,2021-01-04,12:45:04.896351900
Receptionist,grey,2021-01-04,12:45:16.453033500
Admin,admin,2021-01-04,12:48:06.934795300
Medical Officer,rachel541,2021-01-04,12:48:42.790450400
Medical Officer,rachel541,2021-01-04,12:49:02.636348300
Medical Officer,rachel541,2021-01-04,12:50:20.905166400
Medical Officer,rachel541,2021-01-04,12:50:51.664010300
Medical Officer,rachel541,2021-01-04,12:58:01.710868700
Patient,blake774,2021-01-04,12:59:02.328900900
Patient,rick556,2021-01-04,13:00:00.371073400
Medical Officer,rachel541,2021-01-04,13:01:25.416380400
Receptionist,grey,2021-01-04,13:02:12.586654300
Medical Officer,rachel541,2021-01-04,13:03:09.157958100
Admin,admin,2021-01-06,08:26:42.078265600
Admin,admin,2021-01-06,08:29:10.417549
Admin,admin,2021-01-06,08:44:27.779411500
Admin,admin,2021-01-06,08:45:41.273397200
Admin,admin,2021-01-06,09:01:44.887940
Receptionist,grey,2021-01-06,09:02:54.915584
Admin,admin,2021-01-06,09:03:05.757419300
Admin,admin,2021-01-06,09:05:54.062404800
Admin,admin,2021-01-06,09:49:35.567100400
Admin,admin,2021-01-06,09:50:41.014005700
Admin,admin,2021-01-06,13:57:13.559405100
